id	label	premise	hipothesis
5335	None	The man is carelessly spreading the butter on a slice of garlic bread	A man is removing butter from a slice of bread that is large.
5336	None	A man is eating a bowl of cereal.	A hungry man eats a bowl of cereal
5337	None	A man is singing to a woman	A man is talking on the phone.
5338	None	A man is kicking a soccer ball on the pitch	A man is running away from a soccer ball
5339	None	A woman is collecting tap water in a mug	The jug is being filled with water by a boy
5340	None	The boss is carefully pouring oil into a frying pan	The boss is carefully drying the oil from the frying pan
5341	None	A horse is running	A horse is standing
5342	None	A woman is riding on a watercraft	A person is driving a jet ski in the waves.
5343	None	Woman is slowly adding sugar to meat	A woman is adding spices to some meat
5344	None	A man is sitting on the chair	A girl is combing the tail hair of a little pony
5345	None	A person is dancing	A man is dancing on the road.
5346	None	A girl is playing the piano	A little girl is playing a grand piano on stage
5347	None	The noisy man was not allowed to play the guitar	A man is playing the loud guitar
5348	None	The machine is not sharpening a pencil	A machine is sharpening a pencil
5349	None	A man is chopping a log with an ax	The man is not cutting a tree trunk with an ax
5350	None	A toy train is hitting a toy car	A toy train is without a toy car
5351	None	The boy is not playing the piano	The boy is playing the piano
5352	None	A man is walking in the rain.	A woman and a man are walking
5353	None	Someone is playing the guitar	Someone is playing the piano beautifully
5354	None	Runners are not participating in the race	Runners are competing in a race.
5355	None	A man is playing a piano	A man plays a piano at a concert.
5356	None	A woman is tapping her fingers	A woman is tapping her fingers on a desk.
5357	None	The man is slicing the potato	The man is not slicing the potato
5358	None	The person is riding a motorcycle on a sandy track	A biker is jumping over a person on a sandy track
5359	None	A man is opening a package containing headphones	A woman is riding a brown horse
5360	None	A man is passionately playing a guitar.	There&#39;s nobody singing and playing guitar
5361	None	A child is waking up	A girl is falling asleep
5362	None	A woman is boning a fish	A man is catching a fish
5363	None	A tiny group of people are waiting to eat in a restaurant.	A large group of Asian people are eating in a restaurant.
5364	None	Several swimmers are jumping in the water	Several swimmers are jumping out of the water
5365	None	Several swimmers are jumping in the water	Several jumpers are swimming in the water
5366	None	A person in a black blouse is doing tricks on a motorcycle	A person on a black motorcycle is doing tricks with a jacket.
5367	None	A man is riding a mechanical bull.	The man is not riding a mechanical bull
5368	None	A woman is poking an octopus	There&#39;s no woman poking an octopus
5369	None	There is no person wearing a hat and sitting on the grass	A man is sitting in a field
5370	None	A boy is walking across a bridge	A man is walking slowly across a rope bridge.
5371	None	A laughing child is holding a water gun and being splashed with water	There&#39;s no kid holding a water gun
5372	None	A little monkey is walking by the water	A monkey is wading through the swamp
5373	None	A biker is jumping over a person on a sandy track	The person is riding a motorcycle on a sandy track
5374	None	A man is outside and is throwing blades at a nearby target.	A man is inside the house and is throwing blades at a nearby target.
5375	None	The bride and groom are leaving after the wedding	A married couple is walking down the aisle
5376	None	A clown is singing and people are dancing	People are singing and a clown is dancing
5377	None	The man is practicing the guitar	The guitar is being played by a lady
5378	None	A man is shaking a drink	A man is mixing
5379	None	A man wearing a dyed black shirt is sitting at the table and laughing	A person is sitting comfortably at a table.
5380	None	A woman is cooking prawns	A woman is combing her hair
5381	None	A woman is vigorously breaking two eggs in a bowl.	Some ingredients are being mixed in a bowl by one person.
5382	None	A woman on a rock is lying on a blanket and reading a book.	A sitting woman is singing a song and playing the guitar
5383	None	There&#39;s nobody playing the guitar	Someone is playing the guitar
5384	None	A dog is excitedly playing with water in the grass.	There are no dogs playing animatedly with water in the grass
5385	None	Orange dice are being thrown by a cook to earn the pepper	A cook is slicing some bell peppers
5386	None	A rhino, which is a cub, is walking through the corral with its mother.	A baby rhino is following an adult rhino
5387	None	A group of Asian people are eating in a restaurant.	Several people are eating at red tables in a crowded restaurant with purple lights
5388	None	A man is spreading dough	A woman is slicing meat with a sharp knife
5389	None	A man is talking about a play.	A man is playing a violin
5390	None	The children are playing in front of a very large door.	A group of boys are playing with a ball in front of a large wooden door.
5391	None	A woman is boning a fish	A man is releasing a fish
5392	None	A dog, which is black, and a white are staring at each other in the street.	Two dogs of different breeds are looking angry at each other across the street.
5393	None	A woman and a dog are sitting on a tree stump	An old woman is standing near a dog with white coat.
5394	None	Two brown dogs are fighting for a red toy and are playing in the grass	Two brown dogs are playing a red ball and are playing in the grass
5395	None	The boy is sitting near the blue ocean	A boy is standing in the water
5396	None	A dog, which is black, and a white are staring at each other in the street.	Along two streets, different dog breeds are being watched.
5397	None	Some men in a competition are running in a covered area.	A man is leading the race
5398	None	Some water is being drunk by a cat	A drunk man is carefully watering a cat.
5399	None	A man is stroking an alligator in the mouth	A person is pouring chopped vegetables into a pan on the stove
5400	None	A girl is cutting butter in two pieces	Tofu is not being sliced by the woman
5401	None	A man is making a phone call	There&#39;s no man making a phone call
5402	None	The man and the boy are standing at the top of the stairs, which are outdoors.	An adult is in the amphitheater and is talking to a boy
5403	None	A person is singing and playing the guitar	The guitar player loves the man passionately
5404	None	A woman is undoing the stitches with a sewing machine	A woman is using a sewing machine.
5405	None	Life jackets are being worn by a group of people practicing water rescue	A group of friends are sailing the current in a dinghy
5406	None	The panda is eating bamboo	The panda is not eating bamboo
5407	None	The child is swimming by the blue ocean	A boy is wading by the blue ocean
5408	None	The milk is being drunk by a cat	A drunk man is milking a cat
5409	None	A cat is greedily drinking milk	The cat is licking milk from a saucer
5410	None	A woman is chopping an onion	A woman is brushing her hand
5411	None	There&#39;s no man playing the piano with his nose	The man is playing the piano with his nose
5412	None	The woman is drinking	A woman is mixing eggs
5413	None	A child is slipping in the snow	The child is motionless in the snow
5414	None	A dog is excitedly playing with water in the grass.	The dog is not snapping a few drops of water
5415	None	The kitten is not playing with a toy	A kitten is playing with a toy.
5416	None	Broccoli is being stung by a woman	The woman is chopping garlic
5417	None	A child is throwing away an instrument	A child is playing an instrument
5418	None	A woman is putting on makeup	The girl is applying makeup on her face
5419	None	A group of boy scouts are walking through the grass	Some people are standing
5420	None	Someone is slicing a tomato	The person is not slicing a vegetable
5421	None	Three young men are running, jumping and kicking near a vending machine.	Three men are jumping from a high wall
5422	None	Three men are practicing karate in a field	Three boys in karate uniform are fighting
5423	None	The puppy is playing with a plastic container	The dog is not playing with a plastic container
5424	None	A biker is riding a motorcycle dangerously down the highway	A red helmet biker is riding a blue motorcycle down the road
5425	None	The man is not stirring the oil	The man is stirring the oil
5426	None	A boy is hitting a man with a sword	A man is hitting a boy with a sword
5427	None	A child is playing a guitar	A boy is pushing the guitar away
5428	None	Man needs a shorthand machine to operate	The man is operating a shorthand machine
5429	None	A parrot is talking	There are no parrots talking
5430	None	A plane is taking off	A cartoon plane is landing
5431	None	Two people are riding a motorcycle	Two people are standing on a motorcycle
5432	None	The man is not playing the guitar intensely	A girl is playing the guitar
5433	None	A man is dancing on the ceiling of a room.	A man is dying on the floor
5434	None	The man is silent and still	The man is singing and playing the guitar
5435	None	A woman is cutting an onion	A woman is quickly slicing an onion
5436	None	A woman is cutting some flowers.	A woman is cutting broccoli
5437	None	There&#39;s no horse throwing the cowboy in red and blue pants	A horse is flinging the cowboy wearing blue and red pants
5438	None	There&#39;s no boy playing a guitar	A boy is playing a guitar
5439	None	A woman is slicing a potato	There&#39;s no woman slicing a potato
5440	None	A dog is opening a can of food	A can is being bitten by a dog
5441	None	Four young men are running away and a car is standing behind them	Four young men are standing still and a car is exploding behind them
5442	None	Some people are walking	Some people are standing
5443	None	South African plane is flying in the blue sky	A plane flies fast through the air
5444	None	A guitar is being played by a man	A man is playing a flute
5445	None	A soccer player is kicking the ball into the goal	A soccer player is kicking a ball out of goal
5446	None	A man and a woman are not shaking hands	A man and a woman are shaking hands.
5447	None	There are no dogs fighting and hugging	A brown dog is attacking another animal in front of the man in pants
5448	None	A man is playing a guitar	A man in a cap is playing the harp
5449	None	A man is playing the guitar	The man is singing and playing the guitar
5450	None	A monkey is riding a bicycle	A bicycle is being pedaled over a monkey
5451	None	A sitting woman is singing a song and playing the guitar	A woman is shaking on a blanket while lying on someone reading a book.
5452	None	A person is playing the keyboard	There&#39;s no man playing a keyboard
5453	None	A parrot is talking	The speaker likes parrots
5454	None	A boat is calmly sailing on the water.	A boat sail is being reflected by the peaceful water.
5455	None	No onions are being cut by a man	A man is slicing an onion
5456	None	A bicycle is being pedaled over a monkey	A monkey is riding a bicycle
5457	None	A person is doing exercises.	A man is doing exercises.
5458	None	A man is crying	A man is scared
5459	None	A woman is wearing a cape, which is too large, and hiding a fancy dress	A black, red, white and pink dress is being worn by a woman.
5460	None	The woman is measuring the other woman	The woman is measuring a man
5461	None	There&#39;s no boy playing a keyboard	A boy is playing a keyboard
5462	None	A woman is cutting a tomato	a man is cutting a potato
5463	None	The panda is not eating bamboo	The panda is eating bamboo
5464	None	Two women are fighting in a kickboxing match	Two people are fighting and the spectators are watching
5465	None	Several kids are jumping on a trampoline	Several boys are jumping on a trampoline
5466	None	Students are filling the classroom	The presentation is being attended by a class of students.
5467	None	The dog is snapping a few drops of water	A dog is playing excitedly with water in a field
5468	None	An old woman is shaking hands with a man	A young woman is shaking hands with a man
5469	None	A karate practitioner is kicking another man who is wearing protective boxing gloves.	The man is practicing kickboxing with a coach
5470	None	Two dogs are fighting and hugging	A brown dog is attacking another animal in front of the tall man in pants
5471	None	A man is getting off the bike	A man is riding a motorcycle
5472	None	The man is riding a motorcycle in a field that is virtually arid	A man in blue overalls is bravely riding a motorcycle
5473	None	Two men are making a funny skit with a boxer in front of a crowd of people.	A funny crowd of people are making a skit of two men boxing
5474	None	The man is playing a guitar	A man is playing a brilliantly trumpet
5475	None	There&#39;s no man playing an electronic keyboard	A man is playing an electronic keyboard.
5476	None	This group of people are practicing water rescue and wearing life jackets.	No one is practicing water rescue and wearing life jackets
5477	None	The buttons of a microwave are being pressed by a man	A man is turning on the microwave
5478	None	A large group of Asian people are eating in a restaurant.	Several people are eating at red tables in a crowded restaurant with purple lights
5479	None	A blonde girl is looking at the waves	A blonde girl is riding waves
5480	None	Two kids are hanging on a large branch	Three people are standing beside a tree branch
5481	None	Three boys in karate uniform are fighting	Three boys in karate uniforms are fighting
5482	None	A lot of guys are on the coast	People are on a sandy beach near the ocean and are enjoying sunny day.
5483	None	A person pours oil on some tomatoes	The man is pouring some oil on the tomatoes
5484	None	The man and the woman are walking	A man and a woman are walking through the woods
5485	None	A monkey is brushing the dog	A bulldog is being brushed by the monkey
5486	None	A woman is slicing a pepper that is big	A woman is slicing a clove of garlic
5487	None	The person is practicing playing the guitar	The guitar is being played by a girl
5488	None	The man is not dancing	Three women are dancing
5489	None	A man is sitting in a field	There is no person wearing a hat and sitting on the grass
5490	None	The man is pouring some oil on the tomatoes	There&#39;s no man pouring some oil on the tomatoes
5491	None	The windows are being cleaned by a man	The man is not driving a car
5492	None	A lot of people are on the coast	There&#39;s nobody on the coast
5493	None	A man is playing the guitar	A trumpet is being played by one person
5494	None	A boy is sitting comfortably in a room and playing the piano near a lamp	A boy is playing a keyboard
5495	None	Leaf-covered kids are playing with red shirts	Kids in red shirts are playing in the leaves
5496	None	A man is slicing the carrot with a machine	A rope is being climbed by a man
5497	None	A man is climbing a rope	There&#39;s no climbing panda
5498	None	Some water is being drunk by a cat	Some water is being drunk casually by a cat.
5499	None	A squirrel is running in circles.	The squirrel is not running in circles
5500	None	The woman is throwing onions outside	The woman is dicing onions
5501	None	A man is dancing	A man is praying
5502	None	There&#39;s no woman chopping an onion	The woman is dicing onions
5503	None	There is no man driving a car	A man is riding a horse
5504	None	A man is passionately playing a guitar.	The guitar player loves the man passionately
5505	None	The person is writing with a pencil	The person is not writing with a pencil
5506	None	Someone is putting the guitar over there	A man is playing a guitar
5507	None	Five kids are standing together and one child has a pistol	Five kids are standing in front of a log cabin
5508	None	A woman is holding a flute.	A woman is playing a flute
5509	None	A woman is taking off a very large cloak and revealing a fancy dress	A dress that is black, red, white and pink is being worn by a woman
5510	None	Two men with bikes stand on the side of a snowy road	Two men are holding bikes and standing beside a snow covered road
5511	None	A man is being pushed toward the buttons of a microwave	A man is pushing the buttons of a microwave
5512	None	A girl is combing her hair	A boy is combing his hair
5513	None	A group of people are on a beach	A man, a woman and two girls are sitting on the beach.
5514	None	A man is playing a guitar	There&#39;s no man singing and playing guitar
5515	None	A woman is catching and holding a baby kangaroo in her arms.	The woman is not catching and holding a kangaroo baby
5516	None	Two men are fighting in a corral	Two men are fighting in a cow pasture
5517	None	A lady is cutting meat into pieces	The woman is eating some pieces of raw meat
5518	None	A wooden flute is played by a man	A man is playing the piano
5519	None	A woman is slicing a green pepper	There&#39;s no woman slicing a green pepper
5520	None	There&#39;s no man wearing a black helmet and pushing a bike	A man is wearing a black helmet and pushing a bike
5521	None	A man is talking	A man is spitting on the floor
5522	None	Three asian kids are dancing and one man is looking	The children of the family are playing and waiting
5523	None	A person in gloves is kicking a monkey&#39;s hand	The monkey is practicing martial arts
5524	None	A can is being bitten by a dog	A dog is opening a can of food
5525	None	A panda is climbing	A man is carefully climbing a rope.
5526	None	A girl is combing her hair	There&#39;s no girl brushing your hair
5527	None	A man is speaking on a stage.	A man is talking about the stage.
5528	None	There&#39;s no man playing the guitar	A man is playing a guitar
5529	None	A woman is adding spices to some meat	There&#39;s no woman adding spices to some meat
5530	None	Two men are playing ping pong	A small group of women are holding each other and dancing together.
5531	None	A woman is eating zucchini and vegetables and rubbing with a brush	A woman is rubbing a zucchini with a vegetable brush
5532	None	The man is putting aside the camera and walking away from the beach.	A man is taking pictures of a lake
5533	None	A man is dropping the guitar	The man is singing and playing the guitar
5534	None	The man is not spreading butter on bread	A man is spreading butter on a large loaf of bread
5535	None	A young woman is shaking hands with a man	An old woman is shaking hands with a man
5536	None	A man is holding an acoustic guitar.	The woman is playing an electric guitar
5537	None	The man is driving a car carefully	The windows are being cleaned by a man
5538	None	A man is pouring oil into a frying pan	There&#39;s no man pouring oil into a frying pan
5539	None	Snowboarder jumps in the air	A jumping practitioner is throwing a person&#39;s snowboard through the air.
5540	None	A man is riding a motorcycle	A man is riding a horse
5541	None	Two people in a race are turning the tires of a tractor	Two men are competing in a tire race
5542	None	Two large park benches have one person sitting and have a soda bottle between them	A man and a woman are sitting comfortably on the bench.
5543	None	A woman on a rock is standing and looking around	A woman on a rock is lying on a blanket and is reading a book.
5544	None	Some people are walking	A group of explorers are walking through the grass.
5545	None	South African plane is not flying in a blue sky	South African plane is flying in the blue sky
5546	None	A boy is running away from a fishing line	There&#39;s no boy holding a fishing rod and running in front of a fish
5547	None	A motocross rider is giving a motorcycle to a person at an event.	A person is riding a motorbike at a motocross-related event.
5548	None	A man is wearing a black helmet and pushing a bike	A biker is wearing a gear that is black
5549	None	A white and brown dog is struggling through the water	A dog that has brown and white fur is trotting in the shallows
5550	None	The man is playing the flute	The man is playing a guitar
5551	None	A woman is pouring a mixture into a bowl and mixing it	There&#39;s no woman preparing an egg in a sautese
5552	None	A red helmet biker is riding a blue motorcycle down the road	A biker is riding a motorcycle dangerously down the highway
5553	None	A wee boy is playing with a dog	There&#39;s no baby playing with a dog
5554	None	A man in blue overalls is bravely riding a motorcycle	The man is riding a motorcycle in a field that is virtually arid
5555	None	No one is on a motorcycle and is standing in the seat	A biker is standing on the seat of a white motorcycle
5556	None	The girl in the red shirt is blowing a bubble	Young woman in red dyed shirt is blowing a bubble that is giant
5557	None	A small dog is slowing down and the owner is no longer chasing him	A small dog is running and its owner is trying to catch it.
5558	None	The woman is not wearing glasses or a cap	The woman is wearing glasses and a black cap
5559	None	Some women are dancing.	The man is dancing
5560	None	Children are playing in front of a large door.	A wooden ball is being thrown through the door in front of a large group of boys.
5561	None	A man is pushing the buttons of a microwave	There is no man pushing the buttons on a microwave
5562	None	The lady is not breaking eggs in the bowl	The lady is breaking raw eggs in the bowl
5563	None	A bulldog is brushing the monkey	A monkey is brushing the dog
5564	None	A man is slicing a tomato	A woman is holding a carrot.
5565	None	There&#39;s no squirrel spinning in circles	A squirrel is running in circles.
5566	None	The driver&#39;s car is parked by a man	The windows are being cleaned by a man
5567	None	Someone is falling off a horse	The man is abruptly knocked off a horse
5568	None	A man and a woman are walking through the woods	The man and the woman are walking
5569	None	The woman is dicing onions	The woman is throwing onions outside
5570	None	The turtle is following the fish	The fish is following the turtle
5571	None	A person is mixing the ingredients in the mixer for the man.	A woman is breaking two eggs in a bowl
5572	None	A man is playing a flute	A man is playing an electronic keyboard.
5573	None	The woman is eating	The woman is drinking
5574	None	The girl is applying makeup on her face	A woman is putting on makeup
5575	None	Some men in a competition are running outdoors.	A man is leading the race
5576	None	There are no children holding a water gun or being sprayed with water	A child is holding a water gun
5577	None	A woman with a ponytail is going down a stone wall	A man with climbing gear is hanging on a vertical white rock
5578	None	There are no dogs running happily in the grass	A black and a white dog are running happily in the grass.
5579	None	No one is playing ping pong	Two people are playing ping pong
5580	None	A dog that has a brown and white coat is sitting in the shallows	A white and brown dog is struggling through the water
5581	None	A woman is chopping a red onion	A woman is brushing her feet
5582	None	The woman is eating	The hungry woman is eating
5583	None	Some liquid is being poured into a frying pan by a man.	The boss is carefully pouring oil into a frying pan
5584	None	The piano is not being played by anyone	The piano is being played by someone
5585	None	The woman is frying a breaded pork chop	The woman is not frying a breaded pork chop
5586	None	A man is jumping from a low wall	A man is jumping on a low wall
5587	None	A group of people in a large Asian restaurant are eating.	Several people are eating at red tables in a crowded restaurant with purple lights
5588	None	A man is riding a horse	There is no man driving a car
5589	None	A person is performing a card trick	There&#39;s no man frying a tortilla
5590	None	A girl is brushing her hair	There&#39;s no girl brushing your hair
5591	None	A black and a white dog are running happily in the grass.	A white dog and a black dog are running side by side on the green grass.
5592	None	A man doing a pose is being watched by another man	A man in a dyed purple shirt is looking at the man in the black shirt who is making a funny face
5593	None	The kitten is not eagerly drinking some milk from the bowl.	The kitten is eagerly drinking some milk from the bowl.
5594	None	There&#39;s no woman adding spices to some meat	A woman is adding spices to some meat
5595	None	The woman is throwing onions outside	A woman is cutting an onion
5596	None	A person is wrapping a zucchini	A person is rubbing a zucchini
5597	None	People are walking inside a building that has many murals	Several people stand in front of a colorful building
5598	None	A herd of deer is crossing the street.	Reindeer herd is not crossing a road
5599	None	Pink bell-bottom pants and pink scarf are not being worn by women with silver pants or people riding bikes	A woman wearing a pink boa is riding a bicycle across a pedestrian bridge
5600	None	A woman is receiving volleyballs	One woman is handing volleyballs to another woman
5601	None	No one is in the snow wearing clothes that provide camouflage	Two people are walking two dogs with golden fur in the snow
5602	None	A man and a woman are walking through the wooded area.	A man and a woman are walking through a wasteland
5603	None	A man is standing on the roof top and is playing a violin	A person is dancing on the roof.
5604	None	A man is riding a motorcycle	There&#39;s no man riding a motorcycle around town
5605	None	Two teams are competing in a soccer match	A man who is playing is running with the ball in his hands
5606	None	A child is practicing with an instrument.	A young boy is playing a wind instrument
5607	None	A blonde girl is riding waves	A boy is surfing and riding a wave
5608	None	A man is pushing the buttons of a microwave	A man is turning on the microwave
5609	None	Three teen girls are dancing in the room	Some teens are dancing for the camera.
5610	None	A man is not pouring oil on tomatoes	The man is pouring oil on some tomatoes
5611	None	Runners are competing around the track	Runners are not running around a track
5612	None	The black and white dog is not running and there is no person standing behind	The black and white dog is running and a person is after him
5613	None	There&#39;s no man sprinkling spice on many buttered slices of bread.	A man is putting garlic on some bread slices
5614	None	A toy train is hitting a toy car	There&#39;s no toy train crashing into a toy car
5615	None	One dog is chasing another and is holding a stick in its mouth	Two dogs are running and carrying a toy in their mouths
5616	None	Two men are playing foosball	A small group of women are holding each other and dancing together.
5617	None	Some horses are competing furiously on the green grass and jumping over an obstacle.	Some horses are resting on the green grass.
5618	None	A cowgirl is riding a horse and surrounding a barrel	The brown horse is very close to a red barrel at the rodeo.
5619	None	A family is watching a boy hitting a baseball	A family is watching a small boy who is hitting a baseball
5620	None	A boat is calmly sailing on the water.	A boat is moored
5621	None	A man is pouring oil into a frying pan.	A man is pouring oil into a sautese
5622	None	A girl is wearing a pink shirt that has white writing and is lying on the grass	The young girl in pink shirt is not lying quietly on the grass
5623	None	The man is playing a guitar	The man is not playing the guitar
5624	None	The woman is not chopping garlic	The woman is chopping garlic
5625	None	The men are talking	Some women are not talking
5626	None	A man who is playing is running with the ball in his hands	Two teams are competing in a soccer match
5627	None	A dog next to a tree, which is probably a pine tree, is biting a bucket.	A dog that is furry and black is in the yard and is carrying a basket in its mouth.
5628	None	No one is practicing water rescue and wearing life jackets	A group of friends are sailing the current in a dinghy
5629	None	The woman is not cooking anything	The woman is cooking something
5630	None	A crowd near people is kissing two by two	A woman is being kissed by a man
5631	None	A man is sitting comfortably at the table.	A laughing man is dyeing a black shirt at a table you can&#39;t sit on
5632	None	Someone on a perch is looking at a little wooden cat standing in a white closet outside the window.	A white cat perched on a tiny wooden closet is looking out the window.
5633	None	A cook is slicing some bell peppers	Orange dice are being thrown by a cook to earn the pepper
5634	None	A man and a woman are walking pleasantly.	A man is walking in the rain.
5635	None	A woman is wakeboarding in a lake	A woman is watching the lake
5636	None	No one is cutting a chili into pieces	A person is cutting chili into pieces
5637	None	A lemur is eating	The animal with big eyes is eating
5638	None	A woman is holding the dog	A woman is walking the dog on the street
5639	None	Many people are in an ice skating park	An outdoor ice skating rink is empty
5640	None	This fish is swimming	Some fish are swimming.
5641	None	The woman is not dicing garlic	A woman is chopping garlic
5642	None	Men are sawing	Men are sawing logs
5643	None	A man is pointing at a car.	A man is in a parking lot and is playing tennis against a large wall.
5644	None	Someone is strumming the guitar	A man is playing a guitar
5645	None	A man wearing a dyed black shirt is sitting at the table and laughing	A man is not sitting comfortably at the table.
5646	None	A man is carrying a plant.	A man is picking a tree
5647	None	A person is rubbing a zucchini	There&#39;s no woman rubbing a zucchini with a vegetable brush
5648	None	The dog is biting a few drops of water	A dog is excitedly playing with water in the grass.
5649	None	A cat is playing a piano	A man is playing two keyboards.
5650	None	There&#39;s no woman cleaning the shrimp	A woman is cleaning a shrimp
5651	None	A cat is playing keyboards	A cat is sitting on a piano
5652	None	A person is pouring chopped vegetables into a pan on the stove	There&#39;s no man slapping an alligator&#39;s mouth
5653	None	The elephant is being ridden by the woman	The elephant is being led over a woman
5654	None	A small girl is leaving the stage	A girl is playing the piano
5655	None	Two men are standing near the water and are holding fishing tools	Two men are standing near the water and are holding fishing rods
5656	None	A boy is hitting a man with a plastic sword	There&#39;s no man being hit
5657	None	A woman is cutting a tomato	A woman is taking a can
5658	None	A man is sitting in the woods	The man is climbing in the woods
5659	None	A man is going down a cliff using a rope.	A man is climbing a cliff with a rope.
5660	None	Two men are standing near the water and are holding fishing rods	Two men are holding fishing rods and fishing tackle
5661	None	A man is carrying a plant.	A man is carrying a tree.
5662	None	A horse is standing	A woman is cutting an onion
5663	None	A small girl is playing a grand piano on stage	There&#39;s no girl playing the piano
5664	None	A person is putting meat in a sautese	A person is carelessly putting meat in a sautese
5665	None	Several children are sitting and raising their knees	Many children are standing
5666	None	The woman is cooking something carefully	A woman is cooking eggs
5667	None	A woman is slicing a clove of garlic	A woman is slicing a pepper that is big
5668	None	The lady is cracking an egg for the mixer	The lady is carefully slicing the meat
5669	None	There&#39;s no man slicing onion	An onion is being cut by a man
5670	None	The woman is cooking something	There&#39;s no woman cooking eggs
5671	None	There are no black, red and pink dresses being worn by a woman	A woman is taking off a very large cloak and revealing a fancy dress
5672	None	Some kids are jumping on a trampoline.	Two boys are playing on a trampoline
5673	None	There&#39;s no spitting man	A man is spitting
5674	None	A skilled man is playing guitar on stage	One person has flowing blond hair and is playing guitar
5675	None	There is no person buttery tray	A person is anointing a baking sheet
5676	None	There&#39;s no man standing near the water and holding fishing rods	Two men are standing near the water and are holding fishing rods
5677	None	The lady is adding cheese to the sauce	A man is pouring a pan of cheese sauce into a grated plate
5678	None	A man is playing a guitar	A man is dropping the guitar
5679	None	A horse is riding on a man	The man is riding a horse
5680	None	A woman is grating carrots	A woman is holding carrots.
5681	None	Someone is cutting a tomato	There&#39;s nobody cutting a tomato
5682	None	There&#39;s no man eating pizza	A man is eating a pizza
5683	None	Two people are walking two dogs with golden fur in the snow	Two people are in the snow holding two dogs with golden fur
5684	None	The man is climbing in the woods	The man is not walking in the forest
5685	None	Two little kids are eating curled up in a cart that is very tiny	Two young children are playing with a man eating curled up
5686	None	A dog, which is black, and a white are staring at each other in the street.	No dogs of different breeds looking at each other across the street
5687	None	No one is slicing a loaf of bread	A person is slicing a loaf of bread
5688	None	There&#39;s no woman dipping a shrimp in the batter	A woman is dipping a shrimp in the batter
5689	None	A white and brown dog is struggling through the water	A dog that has white and brown fur is trotting in the shallows
5690	None	There are no teams playing field soccer	Two teams are playing field soccer
5691	None	The doctor is helping the patient	The doctor is not helping the patient
5692	None	A person is peeling an onion	The person is not slicing onions
5693	None	The man is dancing	The woman is dancing
5694	None	A pedestrian is building pink bicycles for bicycle riders	A woman wearing a pink boa is riding a bicycle across a pedestrian bridge
5695	None	The little cat is playing with a toy	A kitten is playing with a blue toy rope
5696	None	A woman is releasing a kangaroo baby from her arms.	The woman is catching and holding a kangaroo baby
5697	None	A white cat perched on a tiny wooden closet is looking out the window.	Someone on a perch is looking at a little wooden cat standing in a white closet outside the window.
5698	None	A woman is dancing and a man is playing the keyboard.	A woman is standing and a man is sitting idly
5699	None	There&#39;s no woman peeling a potato	A woman is peeling a potato
5700	None	A runner is surrounding a squirrel	A squirrel is running in circles.
5701	None	A woman is playing the flute	A girl is making a flute that should not be played
5702	None	There&#39;s no woman poking an octopus	A woman is poking an octopus
5703	None	An afraid little boy is on a climbing wall.	A climber on the wall is tied with an artificially constructed rope to the boy climbing
5704	None	A tiger is walking aimlessly	A tiger is walking around the cage.
5705	None	The air is playing a trick on a performance cyclist	The cyclist is performing a trick in the air.
5706	None	There are no cyclists jumping in the air	A man is jumping in an empty pool
5707	None	A man is frying a tortilla	No one is performing a card trick
5708	None	A boy is standing in front of the blue building in the space reserved for disabled people.	A boy in a red shirt stands behind a long blue wall and is lowering an eyebrow, facing the camera.
5709	None	A puppy is barking	A plane is flying
5710	None	A person is strongly stirring eggs in a bowl	A woman is beating the man who is keeping two eggs in a bowl using a metal whisk
5711	None	A woman is emptying the water from a mug	A boy is filling a jug with water
5712	None	The man is carelessly spreading the butter on a slice of garlic bread	A man is spreading butter on a large loaf of bread
5713	None	A group of people are dancing.	There are no groups of people dancing
5714	None	A child is running in and out of the ocean waves	A child is facing the ocean waves
5715	None	A child is holding a water gun	There&#39;s no kid holding a water gun
5716	None	A man is playing the loud guitar	The noisy man was not allowed to play the guitar
5717	None	Two people are playing ping pong	Some animals are playing in the water.
5718	None	The deer is jumping over the fence	The deer is not jumping over the fence
5719	None	The lady is breaking an egg for the mixer	The lady is slicing the meat
5720	None	Three kids are jumping on the leaves	Children in red shirts are playing in the leaves
5721	None	The cat is playing with a device	The boy is playing in the mud
5722	None	Four girls are bridging and playing outdoors	Four girls are making bridges and playing in a covered area
5723	None	A woman is not playing an electric guitar	The woman is playing an electric guitar
5724	None	A biker is wearing a gear that is black	A man is wearing a black helmet and pushing a bike
5725	None	One woman is handing volleyballs to another woman	A woman is pulling volleyballs over a net
5726	None	The man is not playing the flute	The man is playing the flute
5727	None	A cat is playing on a moving ceiling fan	A cat is trapped in a moving ceiling fan
5728	None	There&#39;s no body painting lady walking in front of a crowd	A young topless woman is covered in paint.
5729	None	A man is singing and playing the guitar	A man is opening a tiny package containing headphones
5730	None	A man is playing a guitar	A man plays a piano at a concert.
5731	None	A cowgirl is riding a horse and surrounding a barrel	A cowboy is riding a horse and surrounding a barrel
5732	None	Two people are in the snow holding two dogs with golden fur	Two people are in the snow wearing camouflage clothing
5733	None	A biker is wearing a gear that is black	A black helmet is being worn by a man pushing a bike
5734	None	The woman is wearing glasses and a black cap	An Egyptian is wearing a woman&#39;s den
5735	None	The dog is playing with a plastic container	The dog is not playing with a plastic container
5736	None	A person is quickly mincing mushrooms with a knife	There&#39;s no man chopping some mushrooms quickly with a knife
