id	label	premise	hipothesis
5963	3.2	The man is riding a horse near a stream	The man is not riding a horse near a stream
5964	4.3	A girl is combing her hair	A girl is brushing her hair
5965	3.7	Two men are taking a break from the trip on a snowy road.	Two men with bikes stand on the side of a snowy road
5966	3.8	Two people are in the snow without wearing camouflage clothing	Two people are in the snow wearing camouflage clothing
5967	2.3	A noise is representing water dripping on the dog	The dog is snapping a few drops of water
5968	3.9	One dog is chasing another and is holding a stick in its mouth	There&#39;s no dog chasing another or holding a stick in its mouth
5969	4.4	A dog, which has black fur, and a white dog are running on the grass.	A black and a white dog are running happily in the grass.
5970	3.6	A girl is cutting butter in two pieces	A girl is melting two pieces of butter together.
5971	3.7	There are no women dancing in a cage	A woman is dancing in a cage.
5972	3.2	A man is dropping the guitar	A man is playing a guitar
5973	3.5	A boy is pushing the guitar away	A child is playing a guitar
5974	4.6	A man is drawing a picture	Someone is drawing a person
5975	4.8	A man is jumping in an empty pool	A man is jumping in an empty swimming pool
5976	3.6	A woman is taking shadow	A woman is putting on makeup
5977	1.0	The woman is not pouring oil in a sautese	A monkey is angrily kicking a target
5978	3.1	Two men are fighting their fists in a ring	Men are not fighting their fists in a ring
5979	4.4	A man is drawing	The man is painting
5980	4.1	The man is not climbing up a rope	A man is climbing upwards on a rope.
5981	3.0	The person is not slicing onions	A person is peeling an onion
5982	1.2	A person is chopping a red onion	A person is riding a motorcycle
5983	3.1	A woman is cutting a carrot	A man is slicing a tomato
5984	3.9	A man is breaking tiles with his hands.	A man is breaking wooden tables with his hand.
5985	3.3	A man is putting garlic on some bread slices	A man is slicing some garlic and saving the bread
5986	3.1	Three boys in karate uniform are fighting	Three men are practicing karate in a field
5987	3.1	A boy is standing in front of the blue-painted building in the space reserved for people with disabilities.	A boy in a red shirt stands in front of a long blue wall and is suspiciously raising an eyebrow at the camera.
5988	3.1	Three kids are jumping on the leaves	Children in red shirts are sleeping in the sheets
5989	1.6	A group of children wearing the same clothes are waiting at a gate and one is kissing their mother	A crowd of people are near the water.
5990	3.8	The soccer ball is not between the feet of a boy who is lying on the grass	The small child is playing soccer and falling on the grass
5991	3.1	Reindeer herd is not crossing a road	A herd of deer is crossing the street.
5992	3.9	There is no man playing a piano	A man is playing a piano
5993	3.6	The woman is catching and holding a kangaroo baby	A woman is releasing a kangaroo baby from her arms.
5994	3.935	A boy is climbing up a climbing wall and is attached to a rope	A boy is climbing down an artificially built wall for climbing and is not attached to the rope.
5995	1.0	A truck is speeding down the hill	Some water is being drunk by a cat
5996	3.0	The men are talking	Some women are talking
5997	3.5	A man is drawing a picture	The person is painting
5998	3.6	A man is eating a carrot sliced by a machine	A man is slicing the carrot with a machine
5999	1.6	A man is holding a carrot.	The woman is slicing an onion
6000	2.7	A man is dancing	A man is sitting
6001	4.2	The man is not driving a car	The man is driving a car
6002	4.25	Runners are competing in a race.	Runners are competing around the track
6003	3.7	A herd of deer is crossing the street.	A herd of reindeer is crossing a road.
6004	3.5	Rhino is grazing in the grass	There are no rhinos grazing in a field
6005	2.5	A man is dying on the floor	A man is dancing on the ceiling of a room.
6006	3.6	Someone is on a black and white motorcycle and is sitting in the seat	No biker is standing on the seat of a motorcycle
6007	4.0	The man is riding a horse near a stream	There is no man riding a horse
6008	1.0	A person is pouring chopped vegetables into a pan on the stove	A man is stroking an alligator in the mouth
6009	4.8	A man is firing a gun	A man is shooting guns
6010	4.1	Four kids are bridging the park	Four girls are bridging and playing outdoors
6011	3.6	A child is facing the ocean waves	The young boy is running by the waves of the ocean
6012	3.2	There are no women sitting singing a song and playing the guitar	A sitting woman is singing a song and playing the guitar
6013	2.9	A dog that has brown and white fur is trotting in the shallows	A brown and white coat is floating in the shallows next to a trotting dog.
6014	3.5	A man is performing tricks with a soccer ball	A man is losing the soccer ball
6015	3.8	A herd of deer is crossing the street.	A herd of reindeer is crossing a road.
6016	2.9	Along two streets, different dog breeds are being watched.	A dog, which is black, and a white are staring at each other in the street.
6017	3.5	The man in the gray t-shirt is sitting on a rock in front of the waterfall	Someone is sitting at the waterfall and is looking at a woman
6018	2.6	A woman is wearing oversized sunglasses and is holding newspapers in both hands.	A newspaper is presenting a woman with big hands holding sunglasses and wearing a coat
6019	3.3	A man is betting race	A man is running down the road
6020	4.0	A lady is surfing and catching a wave	A blonde girl is riding waves
6021	3.3	A man is turning off the microwave	A man is pushing the buttons of a microwave
6022	3.1	The microphone in front of the talking parrot is being muted	A parrot is talking
6023	4.5	A man is playing a guitar	A man is playing a guitar under a window
6024	4.2	A machine is sharpening a pencil	A pencil is being sharpened by the machine
6025	4.6	A man is playing the guitar	A man is strumming a guitar
6026	3.3	A woman is not cutting meat	A woman is cutting an onion
6027	3.4	A dog is running on the road	There are no dogs running on the road
6028	3.3	Rhino is not grazing in the grass	Rhino is grazing in the grass
6029	3.9	A woman is washing a large pepper	A woman is slicing a large pepper.
6030	1.0	A woman is putting on lipstick	There&#39;s no man playing the guitar
6031	3.0	The woman is chopping garlic	The woman is not chopping garlic
6032	3.0	A man is not playing a child in the pool that is near the ocean	A father is playing his daughter in the pool
6033	4.8	A man is performing a trick on a green bike	There&#39;s no man performing a trick on a green bike
6034	3.3	There&#39;s nobody peeling a banana	Someone is peeling a banana
6035	2.8	A girl is naked and is standing on the grass	A girl is wearing a pink shirt that has white writing and is lying on the grass
6036	3.1	A man is cutting a paper.	A person is not tearing paper
6037	3.0	A man is playing the piano	A wooden flute is played by a man
6038	4.1	Some people are sailing and rowing	Four people are floating in a dinghy
6039	3.3	A small dog is running and its owner is trying to catch it.	The black and white dog is running and a person is after him
6040	2.4	There&#39;s no man thinking	A man is dancing
6041	3.8	A cheetah is being shaken by its prey across a field	A cheetah is chasing its prey across a field
6042	4.2	The keyboard is being touched with the nose by a man	The man is playing the piano with his nose
6043	3.2	Several swimmers are jumping out of the water	Swimmers are competing in a lake
6044	1.4	A man is carelessly holding a frog	A man is completely emptying a container made of plastic.
6045	4.4	A woman is breaking two eggs in a bowl	A woman is vigorously breaking two eggs in a bowl.
6046	4.3	Two boys are playing on a trampoline	Some kids are jumping on a trampoline.
6047	3.9	A girl is jumping in the car	There&#39;s no girl jumping in the car
6048	3.7	A small boy is watching a family that is hitting a baseball	A family is watching a small boy who is hitting a baseball
6049	3.6	The lady is adding cheese to the sauce	A man is pouring a plate of cheese that is grated into a sauce pan
6050	2.8	A prey is running quickly after the cheetah	A cheetah is chasing its prey across a field
6051	4.3	A woman is putting makeup on her eyelid	The woman is casting shadow
6052	1.0	A woman is riding a brown horse	A man is opening a package containing headphones
6053	3.1	A man is playing the guitar	A man is holding the guitar.
6054	2.3	Five kids are standing in front of a log cabin	Five kids are standing together and one child has a pistol
6055	1.5	The man is playing the piano with his nose	A man is standing still
6056	3.9	Three kids are jumping on the leaves	Leaf-covered kids are playing with red shirts
6057	3.1	Someone is playing the guitar	Someone is playing a piano
6058	2.8	There are no planes taking off	A plane is taking off
6059	3.0	A person on a black motorcycle is doing tricks with a jacket.	A person in a black blouse is doing tricks on a motorcycle
6060	3.0	A woman and a dog are standing near a tree stump	An old woman is standing near a white dog
6061	3.6	There&#39;s no guinea pig eating a carrot	A little guinea pig is gnawing and eating a piece of carrot on the ground.
6062	3.3	A rhino is grazing in a field	There are no rhinos grazing in a field
6063	4.3	A woman is adding ingredients in a large bowl.	A woman is cracking some eggs in a bowl
6064	4.3	A man is kicking a soccer ball on the pitch	A man is losing the soccer ball
6065	3.3	A man is wearing a black helmet and pushing a bike	One person riding a bicycle is wearing equipment that is black
6066	4.2	The wee boy is playing with the dog	A baby is playing with a dog
6067	3.4	There&#39;s no woman peeling a potato	This woman is peeling a potato
6068	1.9	There&#39;s no woman caressing a lemur	Someone is scratching an animal&#39;s belly
6069	3.1	The person is slicing onions	There is no person peeling an onion
6070	4.0	A snake is being fed by a mouse by a man.	A man is not cautiously feeding the snake with a mouse.
6071	2.8	A girl is wearing a pink shirt that has white writing and is lying on the grass	A girl is naked and is standing on the grass
6072	3.7	The man is not cutting a tree trunk with an ax	A man is chopping a log with an ax
6073	3.8	The woman is not playing an acoustic guitar or singing	The woman is playing an acoustic guitar and singing
6074	3.9	No one is playing guitar and singing	A person is playing a guitar and singing
6075	3.835	A dog is licking a baby	A dog is licking a small child
6076	4.1	The woman is adding sugar to the meat	A woman is adding spices to some meat
6077	4.4	The cyclist is pedaling over the top of a fence	The boy is riding a bicycle on top of a metal fence
6078	3.9	The woman is wearing glasses and a black cap	The woman is not wearing glasses or a cap
6079	4.265	The man is hammering a nail with a camera	Someone is hitting a camera lens against a nail
6080	4.27	A child is waking up slowly.	A girl is waking up
6081	1.6	A woman is grating carrots	There are no women covering a pork chop
6082	2.5	A baby is crawling happily	A baby is sneezing and scaring another baby
6083	4.3	There&#39;s no man singing and playing guitar	A man is playing a guitar
6084	3.9	The boy is riding on a tricycle	The boy is not riding a tricycle
6085	4.3	The woman is cooking something	The woman is cooking something carefully
6086	3.8	People are walking outside a building that has many murals	Several people stand in front of a building that is covered in color.
6087	3.5	A group of people in a large Asian restaurant are eating.	A large group of Asian people are eating in a restaurant.
6088	3.4	The man is stirring the oil	The man is not stirring the oil
6089	3.8	A man is folding a tortilla	A man is unfolding a tortilla
6090	3.5	The piece of paper is not being cut	The paper is being cut with scissors
6091	4.0	A young child is under a climbing wall that is in a covered area.	A small child is climbing a climbing wall within a covered area.
6092	2.9	A funny crowd of people are making a skit of two men boxing	Two men are making a funny skit with a boxer in front of a crowd of people.
6093	3.3	There&#39;s no man pouring some oil on the tomatoes	The man is pouring oil on some tomatoes
6094	4.0	A laughing child is holding a water gun and being splashed with water	A boy is holding a water pistol
6095	4.3	A cat is playing a piano	The cat is playing keyboards
6096	3.0	A man is slicing some garlic and saving the bread	A man is sprinkling spice on several sliced and buttered breads.
6097	4.1	A man is turning on the microwave	A man is pushing the buttons of a microwave
6098	3.0	There&#39;s nobody playing a piano	Someone is playing a piano
6099	3.8	A cat is eating corn on the cob	A cat is moving away from some corn
6100	3.3	The cyclist is performing a trick in the air.	A man is failing to do a bike trick in midair
6101	3.3	Two men are making a funny skit with a boxer in front of a crowd of people.	Two men with a dog are boring a crowd of people
6102	3.6	There are no children waking up	A girl is waking up
6103	3.4	Young boy is climbing the stone wall	A young child is under a climbing wall that is in a covered area.
6104	2.8	Five kids are standing in front of a log cabin	Five kids are standing together and one child has a gun
6105	4.5	The woman is walking the dog	The woman is walking a dog down the street
6106	4.9	A boy is climbing up a climbing wall and is attached to a rope	A boy is climbing effortlessly up an artificially built wall for climbing and is attached to a rope
6107	2.2	A man is singing to a woman	A man is not talking on the phone
6108	4.5	A woman is pouring a mixture into a bowl and mixing it	A woman is carefully pouring the mixture into a bowl and mixing it
6109	2.5	The baby is crawling happily	A baby is sneezing and scaring another baby
6110	3.0	There are no women slicing an eggplant	The woman is cutting a vegetable
6111	3.2	A girl with a black bag is in a crowded train	An asian woman in the crowd is carrying a black bag
6112	3.6	People are rowing and rowing	People are not rowing and rowing
6113	3.4	There&#39;s no woman playing a flute	A flute is being played by a girl
6114	3.4	There are no dogs running on the road	A dog is running on the road
6115	4.2	A woman is rubbing a zucchini with a vegetable brush	There&#39;s no woman rubbing a zucchini with a vegetable brush
6116	3.7	A man is breaking tiles with his hands.	A man is restoring tiles with his hands.
6117	2.2	Two men with bikes stand on the side of a snowy road	Two men are breaking into a car while traveling on a snowy road
6118	3.0	The man and the woman are not walking	A man and a woman are walking through the woods
6119	2.3	Several children are lying down and are raising their knees	Two girls are sitting on the floor
6120	1.0	There&#39;s no man driving the car	A woman is dipping a shrimp in the batter
6121	2.8	Three women are dancing	Three women are standing still
6122	1.6	The man is driving a car	The man has a window of time to clean himself
6123	2.6	There&#39;s no man singing and playing guitar	A man is singing and playing the guitar
6124	3.9	The man is pouring oil on some tomatoes	Few men like to dump tomato oil
6125	2.1	A person is sitting	A man is thinking
6126	2.1	A man is thinking	A person is sitting
6127	3.0	A man is getting into a car in a garage	A man is arranging a garage for the car.
6128	4.05	A man and a woman are shaking hands.	A man and a woman are not shaking hands
6129	3.8	A monkey is kicking a person&#39;s gloved hand	The monkey is practicing martial arts
6130	3.8	The man is cleaning the chalkboard drawing	The man is erasing another man&#39;s work on the blackboard
6131	3.9	A woman is taking a mixture from a bowl	A woman is pouring a mixture into a bowl and mixing it
6132	3.5	A clown is singing and people are dancing	There&#39;s no clown singing and people aren&#39;t dancing
6133	3.7	Several ferrets are climbing into the cage.	Ferrets are climbing shelf below
6134	4.6	A cat is eating corn on the cob	A cat is eagerly eating corn on the cob
6135	4.4	There&#39;s no woman putting on lipstick	A woman is putting on lipstick
6136	2.8	A plane is taking off	There are no planes taking off
6137	3.7	The person is not slicing a vegetable	Someone is slicing a tomato
6138	2.7	A girl in blue uniform is raising her arm	The girl in blue and white uniform is not cheering
6139	3.7	There&#39;s no man playing the piano	A man is playing a wooden flute
6140	3.285	Many children are standing	Several children are sitting and raising their knees
6141	4.6	A woman is cutting an onion	The woman is dicing onions
6142	3.8	A group of people are near the sea.	A man, a woman and two girls are walking on the beach.
6143	2.7	The man is walking a path through nature	A man is standing in the middle of a road.
6144	3.9	There&#39;s no cat playing a keyboard	A cat is playing a keyboard
6145	4.4	A man is riding a mechanical bull.	There&#39;s no man riding a mechanical bull
6146	1.1	A man is opening a package that does not contain headphones.	A man is singing and playing the guitar
6147	3.8	A child is losing a baseball	A child is hitting a baseball
6148	1.0	A chimpanzee is missing the target	The woman is pouring oil in a sautese
6149	4.7	A baby is playing with a dog	A baby is happily playing with a dog
6150	2.1	A woman is breaking two eggs in a bowl	A person is mixing the ingredients in the mixer for the man.
6151	4.465	Some people are floating in a dinghy	Four people are floating in a dinghy
6152	3.8	A cat is not crawling under furniture	A cat is crawling under a piece of furniture
6153	3.2	A man is removing butter from a slice of bread that is large.	The man is carelessly spreading the butter on a slice of garlic bread
6154	4.4	A woman is putting meat in a frying pan	Meat is being poured into a frying pan
6155	1.0	A woman is dipping a shrimp in the batter	A man is driving a car.
6156	3.5	An animal is running in circles.	The squirrel is not running in circles
6157	1.5	The dough is being stretched by a man	A woman is slicing meat with a knife
6158	3.5	A woman is not cutting prawns	A woman is cutting prawns
6159	3.6	Two men are standing near the water and are holding fishing rods	Two men are holding some water standing near the fishing rods
6160	3.435	A boy is pushing the guitar away	A boy is playing a guitar
6161	3.5	A man is playing the keyboard	There&#39;s no man playing a keyboard
6162	1.0	The man is a guitar player	A boat is calmly sailing on the water.
6163	1.4	The boy is not playing in the mud	A cat is playing with a device
6164	3.8	A girl in a blue uniform is quickly raising her arm	The girl in blue and white uniform is cheering
6165	4.1	Kids in red shirts are playing in the leaves	Three boys are jumping in the leaves
6166	3.0	A woman wearing a pink boa is riding a bicycle across a pedestrian bridge	The woman wearing silver pants with pink bell-bottom and a red scarf is happily riding a bicycle
6167	2.7	A man is not cautiously feeding the snake with a mouse.	The man is carefully feeding the snake with a mouse
6168	2.9	The man is playing a child inside a pool that is near the ocean	A father is taking his daughter out of a pool
6169	2.9	The man is slicing bread	The woman is not slicing herbs
6170	3.4	A person is chopping an onion	A person is gathering pieces of an onion
6171	2.9	The elephant is being ridden by the woman	The elephant is not being ridden by the woman
6172	3.2	There&#39;s no woman slicing a potato	A woman is slicing a carrot
6173	3.8	A sea turtle is looking for fish	The turtle is following the fish
6174	2.5	A person is gathering pieces of an onion	A person is slicing a carrot into pieces
6175	4.6	A band is not playing on a stage	A band is performing on stage
6176	3.5	The player is losing the basket and a crowd is in the background.	A man in a team shirt is burying a ball in a basketball game
6177	1.3	A man is driving a car.	A man is riding an animal
6178	3.8	A black, red, white and pink dress is being worn by a woman.	There are no black, red and pink dresses being worn by a woman
6179	3.2	A person is riding a bicycle on one wheel	There is no man in a black jacket doing tricks on a motorcycle
6180	3.7	Two kids are pulling an inflatable crocodile out of a pool	Two kids are playing in a pool with a green colored crocodile float
6181	3.8	One person has flowing blond hair and is playing guitar	A skilled man is playing guitar on stage
6182	3.1	A man is sitting in the woods	A man is walking in the woods
6183	3.6	A boy is surfing and riding a wave	A blonde girl is riding waves
6184	4.4	A plane is flying through the air	A plane flies fast through the air
6185	3.1	The children of the family are playing and waiting	There are no children playing and waiting
6186	2.1	A baby rhino is following an adult rhino	A mother is giving her baby a corral with a walking rhino.
6187	2.7	A man is standing in the middle of a road.	The man is walking a path through nature
6188	2.3	A boy in a red T-shirt stands in front of a long, blue wall and is suspiciously raising an eyebrow at the camera.	A boy is standing in front of the blue building in the space reserved for disabled people.
6189	3.2	The man is erasing another man&#39;s work on the blackboard	Girl is erasing another man&#39;s work from the board
6190	4.4	Two boys are talking on the phone	Two scared boys are talking on the phone
6191	4.3	A lot of people are on the coast	A lot of guys are on the coast
6192	3.4	The person is driving a motorcycle on a sand trail	A person is riding a motorbike at a motocross-related event.
6193	3.6	No one is fighting their fists in a ring	Two men are fighting their fists in a ring
6194	1.1	A person is not chopping an onion	A person is riding a motorcycle
6195	3.7	Onions are being sliced by one person	A person is peeling an onion
6196	1.7	A squirrel is running in circles.	An animal is resting
6197	4.6	A man is playing the guitar	A man is strumming the guitar
6198	3.3	Several people are eating at red tables in a crowded restaurant with purple lights	A large group of Asian people are eating in a restaurant.
6199	1.9	Carrots are being grated by a woman	A woman is breading a pork chop
6200	2.5	There&#39;s no man playing two keyboards	A cat is playing a keyboard
6201	3.0	A baby is crawling happily	A baby is sitting
6202	3.2	There&#39;s no man slicing a tomato	A man is slicing a bread
6203	2.3	Two boys are studying	Two boys on the couch are playing video games
6204	3.3	Two men with a dog are boring a crowd of people	Two men are making a funny skit with a boxer in front of a crowd of people.
6205	3.6	A man is playing a guitar	A woman is playing an electric guitar
6206	3.4	The small child is playing soccer and falling on the grass	The boy on the grass is lying down and is holding the soccer ball between his feet
6207	4.0	A young boy is playing a wind instrument	A child is practicing with an instrument.
6208	4.3	Carrot is being sliced by a woman	An oriental lady is cutting a carrot into thin pieces
6209	3.5	A couple is running and holding hands	A couple is running towards the ocean
6210	3.0	You are measuring another woman&#39;s ankle	You&#39;re not measuring another woman&#39;s ankle
6211	3.7	A man is restoring tiles with his hands.	A man is breaking tiles with his hands.
6212	3.8	Two girls are lying on the floor	Two girls are sitting on the floor
6213	3.585	No one is sitting comfortably on the bench	A man and a woman are sitting comfortably on the bench.
6214	3.8	The man is not playing acoustic guitar	A man is playing the guitar
6215	3.8	Some kids are jumping off a trampoline	Some kids are jumping on a trampoline.
6216	3.5	Several swimmers are jumping in the water	Some swimmers are competing in a lake
6217	4.1	The young girl with pink shirt is quietly lying on the grass	A girl is wearing a pink shirt that has white writing and is lying on the grass
6218	1.6	A man is jumping in an empty pool	A cyclist is jumping in the air alone
6219	4.0	The monkey is not brushing a bulldog	The monkey is brushing a bulldog
6220	4.2	A man is kicking a soccer ball on the pitch	A man is performing tricks with a soccer ball
6221	3.3	There are no riders riding a motorcycle along a road	A red helmet biker is riding a blue motorcycle down the road
6222	1.4	The kitten is eagerly drinking some milk from the bowl.	A little child is drinking water from the cup.
6223	1.435	A girl is melting two pieces of butter together.	Tofu is being sliced by a woman
6224	1.4	The girl is riding a horse	The girl is watering the plants
6225	4.465	A little cat is drinking fresh milk	A kitten is drinking fresh milk.
6226	3.8	A woman is wearing an Egyptian cap	The woman is wearing glasses and a black cap
6227	4.0	The man on stage is singing into the microphone	The man in the suit is standing facing a microphone and singing
6228	2.3	A group of people are singing	Some people are silent
6229	3.9	A dog is playing with a toy	A dog is biting a doll
6230	1.865	The lady is slicing the meat	The lady is breaking an egg for the mixer
6231	4.4	A plane is landing	A plane is taking off
6232	4.2	The man is playing a flute	There&#39;s no man playing a bamboo flute
6233	1.0	A man is kicking a soccer ball on the pitch	A woman is mixing the contents of a bowl.
6234	3.6	Woman and man are not traveling by car	A woman is driving a car and is talking to the man who is sitting next to her
6235	2.9	Some women are dancing happily	The three men are dancing
6236	3.0	The man is hammering a nail with a camera	The man is not hammering a nail with a camera
6237	4.5	There&#39;s no man playing the drums	A man is playing the drums
6238	3.6	A person is rubbing a zucchini	A person is wrapping a zucchini
6239	4.3	Young boy is climbing the stone wall	A young child is climbing a climbing wall that is in a covered area.
6240	3.6	A wooden ball is being thrown through the door in front of a large group of boys.	A group of boys are playing with a ball in front of a large wooden door.
6241	3.2	Several kids are jumping on a trampoline	There are no children jumping on a trampoline
6242	3.8	The woman is wearing glasses and a black cap	A woman is wearing an Egyptian cap
6243	4.1	A woman is adding spices to some meat	The woman is adding sugar to the meat
6244	2.0	Someone is singing about a man who plays the guitar	A boy is playing a piano
6245	2.8	A woman is carefully removing her makeup.	A woman is applying makeup carefully
6246	2.8	A person is stopping playing a trumpet	A man is playing the guitar
6247	3.6	Two big people are sitting on a park bench and they have a soda bottle between them	No one is sitting comfortably on the bench
6248	4.4	Rhino is grazing in the grass	A rhino is grazing in a field
6249	2.7	A woman is boning a fish	A woman is releasing a fish
6250	4.1	A boy is playing a guitar	A teenager is playing the guitar
6251	4.0	A white and caramel dog is running across the field	A brown and white dog is crossing the tall grass
6252	3.1	An old topless woman is covered in paint.	A naked lady is walking in front of a crowd with body painting
6253	3.6	A person is riding a motorbike at a motocross-related event.	There is no person riding a motorcycle at the motocross-related event.
6254	3.0	The person is writing with a pencil	There is no person writing
6255	4.2	A kitten is drinking fresh milk.	The cat is drinking some milk
6256	3.2	Several children are sitting and raising their knees	Two girls are sitting on the floor
6257	3.1	A boy is combing his hair	A girl is brushing her hair
6258	4.1	The man is slicing a potato	The man is wrapping a potato
6259	4.1	The person is setting the cameras on fire	A person is burning some cameras with a blowtorch
6260	2.9	A person is playing a guitar and singing	The woman is not playing an acoustic guitar or singing
6261	2.8	The guitarist is loving a girl	A girl is playing the guitar
6262	3.8	The woman is not casting a shadow	The girl is rubbing eyeliner on her eyelid
6263	3.3	Two dogs are fighting and hugging	There are no dogs fighting and hugging
6264	1.5	A man is singing and playing the guitar	A man is opening a package containing headphones
6265	3.4	Three boys in karate uniform are fighting	Three men are practicing karate in a gym
6266	1.1	A piece of wood is being screwed to a wall by a man	A man is massaging a woman
6267	3.465	Two people are standing on a motorcycle	Two people are riding a motorcycle
6268	4.1	The man is playing the flute	The man is not playing the flute
6269	4.5	A biker is riding the motorcycle along the highway	A red helmet biker is riding a blue motorcycle down the road
6270	1.6	The woman is not slicing an onion with a knife	A man is preparing some dish
6271	3.4	A man is jumping on a low wall	A man is jumping from a low wall
6272	4.4	A man is not mowing a lawn	A man is mowing a lawn
6273	3.9	The milk is being drunk by a cat	Milk is a kitten drink
6274	4.4	The woman is cutting a vegetable	A woman is slicing an eggplant
6275	3.6	A child is slipping in the snow	A boy in a red and black slide is wearing a jacket and hat and has his knees covered in snow.
6276	4.0	The cat is not playing with a watermelon	The cat is playing with a watermelon
6277	3.7	There&#39;s no man slicing onion	A man is slicing an onion
6278	2.6	A man is sitting	A man is walking outside
6279	4.4	A cat is eating some corn	A cat is eating corn on the cob
6280	4.3	There&#39;s no girl playing the piano	A small girl is playing a grand piano on stage
6281	3.4	A herd of reindeer is crossing a road fast.	A herd of deer is crossing the street.
6282	3.5	A man is playing a guitar	There&#39;s no man playing a guitar
6283	4.2	A man in a suit is standing in front of a microphone and singing	A man on stage is singing passionately into the microphone.
6284	1.9	A man is cutting a carrot with a knife	The woman is slicing an onion
6285	3.3	The black and white dog is running and a person is after him	The black and white dog is not running and there is no person standing behind
6286	2.3	A baby is sneezing and frightening another baby	A baby is crawling happily
6287	2.3	Two girls are sitting on the floor	Several children are lying down and are raising their knees
6288	3.615	A person is writing	There is no person writing
6289	2.1	An asian woman in the crowd is carrying a black bag	A little black train is in a girl&#39;s bag
6290	4.2	A boy is hitting a baseball	A family is watching a small boy who is hitting a baseball
6291	4.5	A baby is laughing	A cheerful baby is laughing
6292	3.1	A man is dancing	A man is standing still
6293	2.9	A dog is jumping on a diving board	A dog is jumping on a trampoline
6294	3.8	The man is not slicing potatoes	The man is slicing potatoes
6295	3.8	A man is playing the guitar	The man is not playing acoustic guitar
6296	3.5	A woman is cutting an onion	There&#39;s no woman chopping an onion
6297	3.2	Man needs a shorthand machine to operate	A man is typing on a machine used for shorthand
6298	3.6	Some horses are competing furiously on the green grass and jumping over an obstacle.	Jockeys are running horses in the field, which is completely green
6299	3.4	Some swimmers are coming out of a lake.	Swimmers are competing in a lake
6300	3.1	A man is standing still	A man is dancing
6301	2.9	A little fantasy girl looks like a woman	A small girl is looking at a fantasy woman
6302	3.4	Someone is putting the guitar over there	Someone is playing the guitar
6303	2.1	The man is carefully feeding the snake with a mouse	A poor man is being fed with snakes and rats
6304	3.3	A piano is being played by a man	A piano is not being played by a man
6305	4.2	The man is not playing acoustic guitar	The man is playing an acoustic guitar
6306	4.065	A man is doing a bike trick in midair	A cyclist is fearlessly doing a trick in the air.
6307	4.3	Children are playing in front of a large door.	The kids are not playing in front of a big door
6308	3.9	A dog is biting a doll	A dog is playing with a toy
6309	3.1	Along two streets, different dog breeds are being watched.	Two dogs of different breeds are looking across the street.
6310	4.3	The man is slicing the potato	One is carefully slicing a potato
6311	3.7	Four kids are bridging the park	Four girls are making bridges and playing in a covered area
6312	2.7	A man is sitting	A man is dancing
6313	3.535	A frying pan is being poured over the meat	Meat is being poured into a frying pan
6314	3.6	There is no lion tiredly walking anxiously in a cage	A lion is tiredly walking anxiously in a cage.
6315	1.0	A band is singing	A woman is putting on some makeup carefully.
6316	3.6	Some animals are out of the water.	Some animals are playing in the water.
6317	4.435	A girl is brushing her hair	A girl is combing her hair
6318	3.735	A man is playing the keyboard	A man is not playing a guitar
6319	4.3	A flute is not being played by a man	A flute is being played by a man
6320	3.2	A young topless woman is covered in paint.	There&#39;s no body painting lady walking in front of a crowd
6321	4.3	A dog is excitedly playing with water in the grass.	A dog is playing excitedly with water in a field
6322	3.9	There&#39;s no dog chasing another or holding a stick in its mouth	One dog is chasing another and is holding a stick in its mouth
6323	3.5	A young topless woman is covered in paint.	A naked lady is walking in front of several people with body painting.
6324	3.3	A woman is squeezing juice from a lemon.	A woman is putting aside a lemon
6325	3.5	Two dogs of different breeds are looking across the street.	A dog, which is black, and a white are ignoring each other on the street.
6326	2.3	The woman is slicing an onion	A man is slicing a carrot confidently with the knife
6327	2.3	A woman is collecting tap water in a mug	A boy is filling a jug with water
6328	4.1	There is no band playing	A band is playing on stage.
6329	3.8	There are no women slicing an eggplant	A woman is slicing an eggplant
6330	2.8	There&#39;s no man wearing a dyed black shirt sitting at the table and laughing	A man is sitting comfortably at the table.
6331	3.9	Two teams are competing in a soccer match	Two teams are competing in a baseball game
6332	2.8	A guinea pig is eating a carrot	There&#39;s no little guinea pig biting and eating a piece of carrot on the ground
6333	2.2	A man is spitting	A man is talking
6334	3.2	A man stands on a rock above some trees and is standing in a strange position.	A hiker is on top of the mountain and is dancing
6335	3.2	No one is beating an egg	Someone is beating an egg
6336	3.7	There&#39;s no man talking on a podium	A man is speaking on a stage.
6337	3.5	Men are fighting their fists in a ring	Men are not fighting their fists in a ring
6338	3.5	A fish is swimming	A fish is not swimming
6339	4.0	The man is lifting weights	The man is not lifting weights
6340	4.6	A man is playing a guitar on stage.	A skilled man is playing guitar on stage
6341	2.0	A man is talking on the phone.	A man is singing to a woman
6342	2.9	The man is riding a horse	A horse is riding on a man
6343	2.8	A man is pushing the buttons of a microwave	A man is being pushed toward the buttons of a microwave
6344	3.6	The man is throwing knives at the tree.	A man is outside and is throwing blades at a nearby target.
6345	4.2	A squirrel is running in circles.	There&#39;s no squirrel spinning in circles
6346	2.8	A woman is chopping broccoli	The woman is chopping garlic
6347	3.0	Two small children are eating in a very tiny cart full of curls	Two young children are eating rolls
6348	1.0	A panda is climbing	A man is untying a rope
6349	2.615	A man is playing the piano	There&#39;s no man playing a wooden flute
6350	2.8	A woman is standing and a man is sitting idly	A woman is dancing and a man is playing the keyboard.
